FECHA,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,Nacional
27/02/2021,15,24,33,4,3,37,1540,36,12,12,170,37,51,66,342,54,57,10,94,102,203,161,16,87,41,44,61,38,22,60,53,24,3509
28/02/2021,16,24,23,8,4,42,541,34,9,12,111,41,54,78,283,48,56,7,65,53,147,150,22,35,29,40,21,32,18,56,43,14,2116
01/03/2021,95,79,92,25,24,148,3016,111,17,82,392,126,125,268,1109,83,353,25,252,233,358,436,55,214,91,102,214,108,55,154,140,93,8675
02/03/2021,76,77,70,19,17,83,2647,91,17,60,306,117,101,185,869,93,158,24,206,199,257,297,44,175,76,104,136,100,53,94,126,78,6955
03/03/2021,63,69,62,19,28,122,2503,103,22,54,264,108,97,199,843,73,109,12,186,149,278,318,33,148,72,91,154,95,51,99,110,55,6589
04/03/2021,67,68,84,22,14,96,2353,91,18,60,243,104,72,168,713,80,229,16,180,148,280,308,42,123,67,106,143,79,41,113,125,81,6334
05/03/2021,54,61,60,31,18,103,2232,75,12,42,278,94,88,151,743,81,144,25,176,118,230,296,34,115,79,116,177,69,48,110,97,57,6014
06/03/2021,18,20,28,8,4,52,1278,35,13,17,122,45,42,53,290,29,61,12,89,90,163,122,19,100,48,66,61,47,24,53,38,19,3066
07/03/2021,19,24,19,6,10,38,506,27,10,17,81,40,45,64,248,34,74,9,64,66,117,124,14,47,35,54,26,31,11,52,40,49,2001
08/03/2021,89,67,82,29,24,153,2483,77,28,78,287,123,98,178,874,90,293,24,192,155,297,334,37,151,97,111,173,110,56,120,106,77,7093
09/03/2021,45,58,65,18,15,117,2126,71,24,58,208,103,64,156,765,70,246,19,165,179,260,286,31,106,74,139,155,80,28,96,94,55,5976
10/03/2021,66,42,51,18,44,124,1786,74,15,49,231,70,77,128,660,59,221,22,157,149,218,332,39,127,80,127,155,82,49,99,106,72,5529
11/03/2021,64,50,68,14,24,108,1887,47,10,38,247,82,74,127,651,47,170,20,183,148,236,273,34,93,69,103,136,60,69,104,97,40,5373
12/03/2021,51,27,54,13,15,91,1914,54,19,61,225,86,64,119,645,65,204,18,139,98,261,233,40,124,55,122,131,84,60,76,90,29,5267
13/03/2021,10,11,27,9,10,54,1055,20,7,8,122,37,32,53,272,24,46,10,57,52,170,137,24,87,39,51,66,32,41,51,42,15,2671
14/03/2021,11,10,21,3,10,43,458,16,10,9,58,26,19,39,162,23,40,15,46,44,105,111,17,36,22,41,26,25,30,45,28,13,1562
15/03/2021,18,17,17,8,8,46,553,23,14,24,114,43,43,54,184,47,71,4,69,90,138,122,35,71,44,43,49,36,41,69,33,23,2151
16/03/2021,98,49,101,22,22,148,2407,58,23,86,326,83,88,186,882,82,166,23,191,112,267,283,62,124,96,148,168,91,86,123,112,72,6785
17/03/2021,45,33,66,27,14,116,1965,64,16,65,223,95,68,120,675,73,128,18,134,104,213,235,35,117,85,93,126,68,42,100,108,43,5314
18/03/2021,46,47,72,11,20,123,1848,43,16,59,212,91,72,124,614,72,126,14,101,118,235,199,42,95,81,94,143,60,46,65,94,59,5042
19/03/2021,45,20,103,12,19,123,1626,35,22,47,199,85,83,131,601,77,127,13,95,156,209,210,37,96,79,93,128,67,49,74,85,31,4777
20/03/2021,74,18,32,3,3,68,963,16,8,8,81,28,28,50,221,28,51,14,51,80,144,110,30,40,35,52,46,34,24,39,43,19,2441
21/03/2021,15,11,24,7,12,56,362,11,6,16,67,36,28,42,193,27,33,5,27,36,125,94,22,33,29,56,28,15,27,48,38,30,1559
22/03/2021,48,75,108,13,14,205,1991,69,11,62,305,89,91,150,752,72,156,19,112,94,243,249,63,116,104,121,189,73,83,115,97,58,5947
23/03/2021,47,54,117,17,20,170,1851,82,10,49,220,89,64,106,651,73,107,10,103,116,205,223,55,87,75,109,131,59,73,109,81,60,5223
24/03/2021,33,51,75,24,11,179,1552,39,12,55,199,93,70,101,630,82,104,17,71,91,187,177,45,91,79,122,129,63,61,100,81,46,4670
25/03/2021,46,56,99,21,13,197,1539,39,12,43,243,69,67,111,603,67,80,8,92,113,174,198,35,81,68,106,105,58,61,83,86,50,4623
26/03/2021,34,40,81,10,18,175,1404,70,6,34,219,58,52,88,521,54,94,5,107,75,182,152,50,84,74,121,128,56,31,60,73,45,4201
27/03/2021,66,14,55,12,10,65,921,16,8,14,61,23,19,50,213,41,40,4,38,65,123,79,28,50,29,40,49,19,13,40,24,34,2263
28/03/2021,14,9,18,3,4,47,341,24,11,17,83,31,26,45,135,23,32,5,31,34,92,53,21,38,26,35,21,23,14,27,27,18,1328
29/03/2021,63,61,75,33,17,232,1671,58,18,53,233,91,85,135,712,78,121,15,144,116,214,186,39,121,105,139,161,70,40,68,90,73,5317
30/03/2021,48,42,80,22,19,198,1565,55,9,47,120,91,62,102,566,82,121,13,101,87,190,110,48,85,63,103,163,62,30,65,76,37,4462
31/03/2021,41,48,74,11,22,183,1425,37,5,25,105,77,51,96,480,89,66,6,100,82,144,179,46,96,80,96,110,58,28,74,72,40,4046
01/04/2021,18,31,66,9,12,83,602,18,8,23,85,49,44,50,183,25,36,10,53,64,128,105,30,59,30,35,58,21,18,41,71,31,2096
02/04/2021,10,20,30,7,3,84,458,16,9,7,67,58,28,52,169,40,51,10,37,37,99,66,26,52,28,52,39,32,42,32,31,14,1706
03/04/2021,16,11,41,8,2,123,341,16,4,16,79,29,25,54,158,22,25,5,47,59,98,78,30,50,30,39,62,38,18,40,41,12,1617
04/04/2021,15,14,26,11,6,101,295,18,4,9,64,25,33,59,144,29,24,10,22,35,98,73,35,26,31,50,62,29,15,28,26,17,1434
05/04/2021,70,64,120,10,25,325,1641,71,17,92,190,106,94,133,706,121,112,23,130,100,205,241,70,113,96,136,192,86,55,78,104,35,5561
06/04/2021,51,34,87,12,19,312,1430,37,11,65,130,89,76,149,537,91,90,26,104,86,159,217,61,113,85,95,140,77,55,80,103,37,4658
07/04/2021,43,43,90,22,36,301,1385,37,26,60,146,60,80,107,453,91,94,19,101,73,166,176,57,118,88,111,134,75,41,81,66,45,4425
08/04/2021,33,44,70,10,30,276,1281,31,17,58,109,88,55,114,488,72,95,24,116,65,173,161,60,101,72,125,152,56,40,84,96,57,4253
09/04/2021,55,42,67,12,25,235,1302,43,14,48,108,103,55,117,538,59,59,18,75,52,166,138,68,94,65,112,130,80,20,66,56,41,4063
10/04/2021,19,19,49,3,12,90,829,10,11,25,54,31,48,62,230,38,31,13,35,38,104,84,46,87,41,57,46,29,12,26,30,22,2231
11/04/2021,28,6,14,7,7,79,242,13,7,11,41,24,30,48,146,29,24,12,26,19,77,49,31,33,28,24,38,29,15,30,21,22,1210
12/04/2021,61,53,103,19,20,312,1455,75,19,57,172,111,70,128,655,90,143,19,121,97,185,166,81,114,87,147,198,86,38,75,87,55,5099
13/04/2021,33,43,72,15,18,308,1299,48,18,60,112,105,77,97,571,65,61,18,107,71,150,144,61,109,67,106,108,79,34,69,91,41,4257
14/04/2021,42,44,89,9,11,277,1191,31,20,33,100,76,83,99,445,60,94,18,78,67,146,105,83,82,53,75,174,68,36,64,70,30,3853
15/04/2021,44,36,73,14,22,225,1205,36,25,59,83,79,52,91,435,64,72,15,91,66,147,117,72,94,39,103,127,81,23,71,77,45,3783
16/04/2021,33,35,50,13,16,229,1008,62,20,36,56,76,75,88,369,46,103,17,78,51,115,111,67,80,41,82,111,75,35,49,67,40,3334
17/04/2021,6,7,42,2,8,76,613,21,14,15,28,18,36,39,163,26,25,7,37,38,85,44,59,36,22,47,50,22,8,52,26,18,1690
18/04/2021,9,14,25,3,8,60,224,15,11,12,25,34,25,36,113,30,24,6,16,20,65,45,57,24,24,40,30,26,4,26,35,15,1101
19/04/2021,47,69,90,49,25,290,1209,39,16,56,115,75,78,116,474,71,125,28,82,68,144,143,95,89,72,99,223,95,39,89,85,55,4350
20/04/2021,23,45,62,6,10,287,1089,34,10,45,84,74,54,103,456,62,108,16,82,38,123,138,85,67,57,80,131,81,32,68,79,38,3667
21/04/2021,27,27,71,14,16,259,1092,30,20,33,97,59,61,85,396,56,84,11,60,48,132,138,103,85,55,123,175,89,34,59,72,28,3639
22/04/2021,34,47,63,20,21,195,912,32,13,54,87,79,44,76,368,62,112,20,72,56,114,101,72,82,69,81,139,77,24,68,64,29,3287
23/04/2021,29,41,65,14,21,198,876,29,12,32,81,70,45,80,316,52,107,17,102,55,104,110,80,77,51,90,145,56,27,86,81,42,3191
24/04/2021,15,20,30,6,9,89,576,12,24,9,49,31,18,36,174,24,24,7,41,30,67,51,62,48,34,41,79,38,21,34,27,22,1748
25/04/2021,19,23,26,7,3,85,184,10,21,13,35,18,19,30,101,17,26,4,24,24,56,44,44,19,20,39,52,33,5,31,25,15,1072
26/04/2021,33,70,63,13,30,298,1015,36,16,44,135,81,52,120,476,69,138,21,87,76,127,131,107,79,75,117,171,97,25,64,79,51,3996
27/04/2021,33,37,70,22,25,211,981,33,26,44,88,65,39,83,333,57,147,12,87,50,100,93,122,60,49,87,186,101,25,64,84,46,3460
28/04/2021,37,39,68,35,16,185,895,34,21,26,80,71,38,87,329,59,117,20,73,65,98,94,103,71,44,56,135,80,24,48,101,35,3184
29/04/2021,29,37,71,30,12,167,801,41,18,37,67,74,38,74,350,72,108,15,72,41,88,72,103,60,42,58,121,89,16,43,89,46,2981
30/04/2021,23,36,51,33,17,134,758,36,24,19,47,56,34,54,218,41,132,27,61,58,102,83,113,41,31,60,149,85,13,50,78,37,2701
01/05/2021,4,12,25,4,5,70,227,14,9,8,25,33,13,20,88,22,18,10,23,31,43,13,59,29,10,32,48,32,3,23,30,19,1002
02/05/2021,8,17,24,9,5,53,191,9,14,10,29,21,12,24,75,20,21,15,27,17,40,21,62,25,16,35,46,33,13,15,27,22,956
03/05/2021,28,65,72,42,22,191,812,42,24,38,67,84,38,100,290,53,114,19,99,51,129,129,141,54,61,78,224,135,23,71,94,50,3440
04/05/2021,21,46,59,17,16,178,626,41,24,33,52,84,24,75,272,61,116,20,89,35,97,89,139,69,46,81,172,120,13,58,91,41,2905
05/05/2021,19,46,54,14,21,148,682,29,35,18,47,72,23,90,227,58,75,17,89,84,79,54,123,57,45,51,79,101,16,45,53,40,2591
06/05/2021,35,46,63,30,23,153,606,37,28,33,90,95,36,86,209,52,97,24,75,53,75,61,114,75,27,67,181,110,14,55,93,36,2779
07/05/2021,19,66,61,17,13,113,623,27,18,28,52,55,32,55,241,56,99,18,97,50,42,47,119,69,34,61,132,103,10,41,67,37,2502
08/05/2021,18,24,28,8,3,48,384,23,19,5,19,33,11,32,66,26,14,5,46,39,54,19,74,38,22,40,59,46,5,31,16,25,1280
09/05/2021,11,20,24,1,4,38,91,8,17,2,27,20,10,30,66,3,16,3,27,15,35,21,71,20,10,30,46,40,3,33,28,12,782
10/05/2021,10,44,44,16,7,97,362,19,23,11,30,61,9,41,134,31,48,13,57,33,37,37,94,57,28,44,127,101,11,37,44,24,1731
11/05/2021,35,111,78,21,25,174,693,40,27,45,54,91,22,94,334,63,77,16,95,44,66,77,148,58,69,90,163,163,14,64,110,38,3199
12/05/2021,17,60,53,23,16,136,620,28,29,24,50,76,20,63,230,41,72,10,85,40,56,48,177,52,44,83,165,123,5,78,79,32,2635
13/05/2021,23,66,48,29,19,106,511,34,34,35,52,39,13,51,224,38,58,8,78,26,62,40,173,59,40,55,160,113,15,53,85,27,2374
14/05/2021,25,57,75,16,17,85,613,19,21,24,44,44,13,49,255,33,54,20,94,29,60,58,156,52,35,68,153,125,9,63,83,32,2481
15/05/2021,4,10,23,18,7,38,309,11,12,7,32,17,5,21,139,19,8,8,53,28,33,12,76,31,25,36,58,64,15,39,49,5,1212
16/05/2021,6,16,16,14,6,39,117,6,12,5,13,12,17,17,87,20,9,3,19,10,20,7,69,17,21,40,31,42,4,34,37,7,773
17/05/2021,20,64,69,33,22,133,615,34,21,41,68,39,17,71,250,52,45,22,126,44,63,40,179,73,58,82,205,179,19,69,110,31,2894
18/05/2021,13,61,77,30,25,96,613,27,18,28,39,45,19,55,210,34,25,26,84,47,72,32,160,48,54,90,157,141,15,82,126,32,2581
19/05/2021,13,44,71,44,12,98,532,24,21,26,61,61,16,65,223,20,28,24,89,47,51,33,171,36,65,75,211,109,12,79,102,26,2489
20/05/2021,16,53,72,36,11,92,562,28,34,17,37,48,21,35,241,32,27,14,94,34,53,25,145,31,72,58,176,116,17,87,109,20,2413
21/05/2021,15,46,110,32,19,71,594,26,17,25,29,54,24,52,206,24,24,15,123,28,42,32,156,49,45,53,151,111,15,66,109,25,2388
22/05/2021,2,17,42,13,6,22,301,4,16,2,34,6,8,19,138,12,4,11,29,18,35,18,94,20,17,37,82,62,6,27,34,14,1150
23/05/2021,5,14,32,20,11,11,120,6,14,2,18,13,16,25,52,14,8,6,26,15,19,11,70,10,21,26,48,64,19,23,48,12,799
24/05/2021,16,65,131,29,25,91,638,41,17,25,47,57,29,73,262,33,32,21,144,43,48,35,198,58,71,115,214,147,14,93,121,23,2956
25/05/2021,11,44,103,34,14,65,673,28,16,29,30,48,24,67,237,16,25,12,132,42,58,42,168,40,80,93,184,148,11,81,144,18,2717
26/05/2021,13,40,134,26,17,77,665,32,12,22,36,45,20,44,201,19,32,13,72,53,41,38,170,46,68,83,185,142,11,100,159,18,2634
27/05/2021,12,50,87,32,34,68,552,29,23,34,37,45,35,60,225,26,16,9,123,24,46,41,164,42,44,93,158,157,15,78,188,11,2558
28/05/2021,11,48,122,26,18,38,645,24,14,20,18,30,23,42,204,24,27,8,104,39,40,19,141,53,76,75,202,128,14,74,186,6,2499
29/05/2021,5,21,44,13,14,19,285,11,22,4,11,5,10,14,75,14,5,6,41,24,30,9,101,21,20,40,108,59,5,35,63,5,1139
30/05/2021,4,14,56,14,6,24,114,7,19,16,10,6,8,23,84,15,10,14,33,14,18,7,86,16,19,26,101,46,3,43,73,3,932
31/05/2021,9,87,153,41,33,62,639,18,23,23,43,37,29,66,229,15,20,19,121,28,44,34,220,53,85,101,294,180,9,117,233,15,3080
01/06/2021,10,54,152,43,11,53,678,29,17,19,29,33,22,47,201,22,21,12,98,23,37,21,206,53,67,113,205,184,10,100,226,12,2808
02/06/2021,9,59,166,53,30,59,687,28,29,17,41,27,10,67,171,14,8,17,88,20,47,15,187,42,64,95,252,173,7,99,216,15,2812
03/06/2021,12,35,130,27,24,57,610,20,9,12,41,18,14,69,151,15,15,11,108,30,31,24,185,33,72,108,261,179,9,97,235,13,2655
04/06/2021,9,42,168,32,29,49,637,27,16,9,27,16,24,46,166,15,17,14,134,23,44,21,186,47,67,113,227,169,12,131,242,8,2767
05/06/2021,8,21,80,20,13,25,316,13,8,5,18,16,18,13,88,6,6,7,55,15,21,5,123,20,30,58,141,81,1,44,70,5,1350
06/06/2021,3,9,50,10,9,9,110,8,10,6,12,15,16,27,62,4,7,1,37,20,15,7,94,16,15,24,63,71,1,50,61,1,843
07/06/2021,11,53,249,42,37,55,843,36,20,28,30,29,21,63,223,19,11,21,160,60,36,29,197,50,135,146,371,217,5,139,334,13,3683
08/06/2021,13,42,252,45,41,50,894,37,11,17,50,30,23,46,239,15,11,19,127,45,44,29,246,46,104,151,334,204,9,111,291,13,3589
09/06/2021,5,33,247,59,20,56,896,35,19,46,42,21,18,42,242,15,11,20,102,27,32,9,205,37,84,130,282,242,2,124,278,8,3389
10/06/2021,21,22,290,42,24,50,794,33,13,18,38,23,17,49,232,17,11,13,130,39,24,17,217,30,99,160,238,224,3,113,292,15,3308
11/06/2021,5,54,263,47,36,34,798,22,14,53,33,25,20,51,220,18,14,28,119,23,42,13,163,49,102,150,280,231,4,102,266,10,3289
12/06/2021,0,10,146,25,22,14,452,8,15,8,18,14,7,29,137,8,6,8,37,23,25,4,117,16,55,61,196,92,3,66,84,4,1710
13/06/2021,1,17,135,28,20,18,150,8,3,3,16,9,8,18,60,5,5,5,26,15,22,8,79,14,33,44,134,75,0,58,73,5,1095
14/06/2021,11,68,402,81,51,54,959,33,7,25,49,25,25,74,304,8,19,26,135,62,32,22,189,43,161,204,382,271,6,146,328,15,4217
15/06/2021,10,53,394,58,34,47,965,33,11,18,27,18,13,43,257,11,22,28,122,27,28,22,183,46,146,181,337,307,13,117,293,13,3877
16/06/2021,4,67,461,88,31,26,1007,36,19,22,39,23,27,35,246,15,13,14,135,41,41,21,226,36,146,163,337,226,2,123,259,8,3937
17/06/2021,8,51,406,76,40,22,1061,33,19,18,22,25,17,48,286,20,12,19,119,40,38,19,168,59,127,188,343,268,3,135,273,7,3970
18/06/2021,5,27,398,60,42,31,1093,35,9,12,29,15,22,69,276,13,11,28,104,35,31,16,228,41,152,176,302,286,1,140,281,5,3973
19/06/2021,1,8,185,30,25,12,617,12,6,2,7,6,12,18,108,7,1,12,59,52,23,12,139,25,70,84,242,115,2,72,97,3,2064
20/06/2021,4,19,109,37,17,8,218,14,3,2,6,7,6,38,68,5,5,2,40,16,19,10,134,16,42,58,107,108,2,63,87,2,1272
21/06/2021,10,69,484,94,47,39,1339,36,17,24,45,40,20,90,430,28,24,32,177,33,42,16,246,71,208,285,406,336,11,231,371,13,5314
22/06/2021,12,55,409,88,47,33,1498,25,14,19,44,30,26,75,389,13,7,19,122,62,43,29,309,59,209,212,384,330,2,209,391,14,5178
23/06/2021,7,48,399,99,48,27,1536,27,29,27,45,32,18,88,434,26,7,18,173,93,36,31,288,46,180,245,368,348,10,226,368,17,5344
24/06/2021,8,45,369,111,51,41,1621,29,23,23,35,37,40,90,411,22,12,22,159,84,43,17,307,54,220,238,369,290,7,231,323,11,5343
25/06/2021,6,51,430,90,40,31,1542,29,18,11,20,43,41,113,451,16,8,29,147,95,38,26,286,63,196,204,394,261,5,233,304,2,5223
26/06/2021,2,18,233,37,15,12,1000,12,6,5,8,16,12,45,226,11,9,10,67,51,29,20,154,26,80,104,186,133,3,108,105,6,2749
27/06/2021,2,20,94,34,28,5,404,8,7,5,7,24,14,40,96,17,5,9,48,37,21,11,151,9,77,97,142,101,3,93,96,3,1708
28/06/2021,13,73,569,131,56,41,1996,36,21,29,75,68,40,160,555,43,17,40,238,125,48,34,341,50,293,285,465,358,4,344,404,14,6966
29/06/2021,19,53,438,88,51,36,1940,40,30,29,55,68,42,142,586,33,24,61,212,102,40,28,290,69,287,282,436,303,8,312,313,22,6439
30/06/2021,16,58,386,85,47,43,1951,51,31,32,44,70,42,142,580,34,19,40,215,108,39,61,284,53,296,219,366,294,10,311,327,9,6263
01/07/2021,10,46,342,89,35,35,2236,28,21,24,62,74,35,165,604,33,26,46,255,124,63,63,263,64,322,252,354,264,7,320,258,7,6527
02/07/2021,7,50,355,68,45,54,2330,35,20,30,65,89,47,129,733,42,11,63,233,152,47,60,328,59,331,214,334,268,12,311,246,3,6771
03/07/2021,2,16,185,42,20,14,1385,19,5,7,37,36,26,71,275,30,7,37,131,77,31,16,202,29,143,115,125,125,2,164,86,6,3466
04/07/2021,5,16,135,34,12,17,548,6,10,7,24,72,23,79,184,15,8,22,78,86,29,26,166,22,144,67,113,90,4,146,68,12,2268
05/07/2021,15,70,426,119,53,62,3059,64,41,50,94,234,101,316,951,53,32,85,359,187,95,115,337,68,472,263,392,329,5,474,351,29,9301
06/07/2021,17,67,440,113,52,53,3186,58,41,45,151,219,81,351,974,53,27,104,326,189,61,108,343,74,499,266,312,281,9,476,311,31,9318
07/07/2021,13,68,413,130,64,96,3526,59,42,48,164,289,111,362,1050,65,51,106,364,168,89,107,388,87,536,247,345,279,13,477,324,25,10106
08/07/2021,20,41,348,73,50,85,3559,68,44,50,114,330,107,373,1093,80,63,118,360,172,122,115,402,90,600,225,320,248,16,499,285,48,10118
09/07/2021,19,54,369,78,61,72,3470,107,36,50,145,316,108,423,1211,64,97,115,412,195,126,93,339,78,684,300,352,265,22,537,287,44,10529
10/07/2021,4,23,195,38,36,30,2105,45,24,6,83,227,51,146,361,32,11,55,170,159,87,24,233,45,336,150,154,125,11,257,90,10,5323
11/07/2021,5,15,113,31,33,23,957,18,20,7,76,147,56,176,251,46,21,55,95,137,61,46,170,34,261,139,90,112,6,240,78,10,3529
12/07/2021,33,56,465,121,83,116,4422,138,77,94,224,497,152,646,1622,184,129,137,619,275,144,158,402,151,821,376,389,323,44,644,363,60,13965
13/07/2021,48,66,411,92,114,120,4739,121,99,85,291,480,187,682,1616,161,85,159,568,279,139,161,420,162,766,361,387,292,21,585,317,56,14070
14/07/2021,40,61,297,119,92,92,4685,133,101,113,229,474,152,708,1556,139,83,246,667,319,173,178,399,133,775,400,371,269,43,552,281,67,13947
15/07/2021,33,72,300,108,104,95,4178,141,110,95,227,589,185,756,1532,152,98,243,652,279,154,187,440,199,691,348,377,271,38,550,294,83,13581
16/07/2021,56,92,279,94,111,84,4290,135,113,133,223,586,185,725,1810,200,142,260,647,358,140,202,394,185,717,370,381,263,37,585,254,49,14100
17/07/2021,14,26,137,26,59,38,2509,59,54,29,193,245,115,317,553,68,26,103,270,238,116,67,267,80,340,184,186,121,16,341,89,19,6905
18/07/2021,9,15,133,34,52,37,1039,46,72,39,149,278,93,259,370,61,22,113,221,190,83,72,192,54,263,139,132,91,15,295,88,32,4688
19/07/2021,75,89,369,116,118,134,5342,213,154,125,294,871,266,1085,2197,214,197,406,869,481,238,250,439,283,782,449,476,349,48,794,345,140,18208
20/07/2021,72,91,308,106,145,140,5485,199,186,153,272,889,240,1205,2225,226,205,412,844,451,239,257,502,254,797,381,379,317,61,838,309,177,18365
21/07/2021,65,75,290,102,149,140,5151,184,211,148,399,853,246,1159,2196,220,222,392,829,456,242,246,459,353,716,372,473,261,82,856,269,129,17945
22/07/2021,65,93,278,119,124,125,5480,186,210,142,295,959,265,1139,2402,289,277,457,929,500,257,284,427,369,801,406,509,262,62,766,245,142,18864
23/07/2021,62,97,274,103,204,150,4754,203,240,172,341,684,276,1072,2302,245,259,534,937,488,275,303,448,390,781,355,452,251,56,913,267,132,18020
24/07/2021,14,42,109,54,94,52,2901,93,132,54,245,245,156,491,704,104,37,216,391,300,212,66,287,183,285,193,269,129,38,505,74,55,8730
25/07/2021,11,37,85,43,54,28,1371,52,97,42,170,417,163,429,579,112,44,214,299,225,179,66,233,91,309,172,169,124,29,434,80,27,6385
26/07/2021,120,119,347,148,196,146,5943,274,298,230,552,857,366,1521,2831,393,388,558,1210,574,374,385,497,546,889,554,595,353,69,972,328,149,22782
27/07/2021,122,110,288,138,191,160,5557,275,332,234,465,876,362,1476,2727,352,333,563,1364,645,368,344,509,529,810,494,598,394,98,999,279,180,22172
28/07/2021,93,115,284,151,165,127,5281,323,356,249,337,813,347,1424,2368,316,350,449,1188,580,324,380,496,572,637,526,642,406,100,907,226,176,20708
29/07/2021,101,115,265,154,197,156,5742,283,381,293,361,972,314,1384,2608,362,339,406,1112,538,399,353,491,515,588,536,647,319,125,921,213,218,21408
30/07/2021,93,116,258,121,190,101,4966,328,359,226,388,881,324,1287,2382,357,393,344,1251,516,395,338,445,562,634,439,605,337,113,950,253,174,20126
31/07/2021,14,29,94,59,104,34,2950,152,153,54,171,365,187,421,833,151,56,183,481,301,253,117,313,319,262,243,284,135,28,476,98,66,9386
01/08/2021,43,32,62,51,88,58,1392,92,188,59,173,403,162,398,652,212,54,178,439,280,225,133,246,179,283,197,267,156,59,456,60,59,7336
02/08/2021,168,137,272,199,202,132,5616,368,335,376,550,880,406,1452,2798,364,219,542,1651,607,504,430,496,771,589,522,813,528,120,1056,337,176,23616
03/08/2021,151,126,239,161,208,136,5477,363,361,320,497,983,369,1356,2624,456,122,609,1507,588,486,477,572,781,546,536,825,506,122,1015,264,201,22984
04/08/2021,146,141,185,146,211,119,5027,322,360,302,540,736,422,1359,2489,508,171,498,1518,526,528,450,455,729,480,466,825,481,130,1029,257,183,21739
05/08/2021,87,136,183,179,175,132,5112,339,416,260,479,921,409,1261,2407,450,145,509,1637,671,607,414,535,739,449,452,800,508,127,989,239,209,21976
06/08/2021,103,149,214,158,187,136,4726,327,395,424,508,853,427,1111,2376,453,207,449,1514,499,556,438,440,799,419,465,764,531,142,1038,253,184,21245
07/08/2021,41,44,74,87,105,56,2927,199,168,67,241,239,175,412,749,163,57,167,563,331,337,159,321,481,267,243,410,216,93,562,87,49,10090
08/08/2021,30,44,41,66,91,28,1400,150,223,46,220,419,173,448,571,167,60,229,472,246,291,142,230,238,182,216,296,189,65,458,71,68,7570
09/08/2021,157,185,224,226,216,183,5308,437,419,391,653,873,499,1565,2620,526,287,606,1957,644,688,621,544,939,520,484,1158,681,177,1189,349,279,25605
10/08/2021,135,157,165,223,202,137,5397,473,462,377,694,738,483,1396,2603,531,254,488,1918,619,649,541,472,892,420,507,1132,703,161,1134,314,365,24742
11/08/2021,114,157,161,212,196,117,5096,418,464,331,651,691,423,1333,2292,489,254,503,1691,534,692,560,439,961,361,494,1166,627,157,1025,296,246,23151
